AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0.0,1.9963202,0.0,0.0,1.4817252,4.175,0.0,0.0,0.0,0.4783459,17.64790358
0.0,1.9871204,0.0,0.0,1.9923189,3.53,0.0,0.0,0.0,0.25910398,16.49062638
0.0,3.7442498,0.0,0.0,0.0,4.04,0.0,0.0,0.0,1.0164835,9.14411649
0.0,1.9963202,0.0,0.0,2.2426112,3.55,0.25645602,0.0,0.0,0.0,8.386707631
0.0,3.4866605,0.0,0.0,1.2314329,3.4,0.0,0.0,0.0,0.0,10.42102733
0.0,2.2355108,0.0,0.0,1.982307,3.985,0.0,0.0,0.0,0.0,12.22086873
0.0,1.7479297,0.0,0.0,1.9923189,4.14,0.0,0.0,0.0,0.23917247,13.89710908
0.0,2.5023,0.0,0.0,1.7220048,3.8,0.0,0.0,0.0,0.24913824,14.00248
0.0,0.5059808,0.0,0.0,0.0,4.975,0.0,0.0,0.0,0.0,2.650514145
0.0,0.5243787,0.0,0.0,0.0,5.115,0.0,0.0,0.0,0.0,2.475934189
0.0,1.9779205,0.0,0.0,1.2314329,4.65,0.0,0.0,0.0,0.51820797,13.75452958
0.0,1.9871204,0.0,0.0,1.2514567,4.795,0.0,0.0,0.0,0.7474147,14.33969791
0.0,2.2355099,0.0,0.0,1.221423,4.785,0.0,0.0,0.0,0.7474147,14.72052995
0.0,1.7571295,0.0,0.0,1.7620513,4.35,0.0,0.0,0.0,0.50824225,15.13489821
0.0,2.00552,0.0,0.0,2.2125745,4.165,0.0,0.0,0.0,0.0,15.60457672
0.0,1.9779214,0.0,0.0,2.2426093,3.975,0.0,0.0,0.0,0.0,15.30028947
0.0,2.0055192,0.0,0.0,2.2426112,3.985,0.0,0.0,0.0,0.23917247,17.23446925
0.0,3.4866605,0.0,0.0,0.99115443,3.79,0.0,0.0,0.0,0.0,13.08376666
0.0,2.5022993,0.0,0.0,0.7408631,3.795,0.0,0.0,0.0,1.2456912,14.27472628
0.0,2.4747014,0.0,0.0,1.7320156,3.625,0.0,0.0,0.0,0.0,15.30395746
0.0,2.7230911,0.0,0.0,1.2314329,3.595,0.0,0.0,0.0,0.23917247,15.57916634
0.0,1.9779205,0.0,0.0,2.723169,3.37,0.0,0.0,0.0,0.0,15.28476488
0.0,1.4903402,0.0,0.0,0.49057177,3.23,0.0,0.0,0.0,1.9931059,13.81420043
0.0,0.98436034,0.0,0.0,0.470548,3.575,0.0,0.0,0.0,2.9896588,14.1212433
0.0,0.4967792,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.314593088
0.0,0.49678096,0.0,0.0,0.0,4.945,0.0,0.0,0.0,0.0,3.038959166
0.0,1.9963202,0.0,0.0,1.2714795,4.785,0.0,0.0,0.0,0.49827647,14.54417333
0.0,1.9779214,0.0,0.0,2.4929025,3.99,0.0,0.0,0.0,0.0,15.98232483
0.0,2.217111,0.0,0.0,1.2414448,4.79,0.0,0.0,0.0,0.73744893,16.47997549
0.0,1.9687215,0.0,0.0,2.4628658,3.97,0.0,0.0,0.0,0.23917247,17.01950327
0.0,2.2447107,0.0,0.0,1.4817252,4.57,0.0,0.0,0.0,0.7573805,17.22408824
0.0,0.9659606,0.0,0.0,0.4805599,2.195,0.0,0.0,0.0,1.2456912,11.45023491
0.0,2.4655015,0.0,0.0,1.9823079,3.405,0.0,0.0,0.0,0.0,16.38523162
0.0,2.2355108,0.0,0.0,1.4817243,4.835,0.0,0.0,0.0,0.73744893,18.34559116
0.0,2.5114992,0.0,0.0,0.0,4.395,0.0,0.0,0.0,1.9931059,11.22688398
0.0,1.7479297,0.0,0.26896632,0.2502923,3.56,0.0,0.0,0.0,1.2656227,14.24958321
0.0,1.7387298,0.0,0.0,0.9911535,4.59,0.0,0.0,0.0,1.0065187,17.62850884
0.0,3.2474706,0.0,0.0,0.9911525,3.585,0.24619755,0.0,0.0,0.22920766,11.86313858
0.0,1.517939,0.0,0.0,2.9934852,3.6,0.0,0.0,0.0,0.0,8.345345215
0.0,3.4682617,0.0,0.0,0.7308503,4.205,0.0,0.0,0.0,0.50824225,16.78527171
0.0,0.50597996,0.0,0.0,0.0,5.035,0.0,0.0,0.0,0.0,3.567976863
0.0,0.4967801,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,3.252151974
0.0,2.014719,0.0,0.0,1.5217708,4.655,0.0,0.0,0.0,0.51820797,15.88721401
0.0,2.2355099,0.0,0.0,1.2414458,4.595,0.0,0.0,0.0,0.7573805,16.27715061
0.0,2.2355108,0.0,0.0,1.2414458,4.77,0.0,0.0,0.0,0.7374499,17.41116634
0.0,1.9871204,0.0,0.0,1.2514567,4.56,0.0,0.0,0.0,0.7474147,16.89400627
0.0,2.2355108,0.0,0.0,1.4917362,4.785,0.0,0.0,0.0,0.72748417,17.53485278
0.21062559,1.9963193,0.0,0.2510357,0.97113067,2.825,0.0,0.0,0.0,0.23917247,4.432870348
0.0,3.5050592,0.0,0.0,1.2214211,4.425,0.0,0.0,0.0,0.0,16.0541959
0.0,3.9926395,0.0,0.0,0.46053612,4.4,0.0,0.0,0.0,0.0,12.674152
0.0,1.9779205,0.0,0.25103486,2.2325993,3.795,0.0,0.0,0.0,0.0,14.80659472
0.0,1.4903402,0.0,0.0,0.5005827,3.24,0.0,0.0,0.0,1.9931059,14.27127442
0.0,2.74149,0.0,0.0,0.26030323,2.19,0.0,0.0,0.0,1.5047952,11.28034136
0.0,1.9963202,0.0,0.0,2.272645,4.38,0.0,0.0,0.0,0.25910398,17.94408642
0.0,2.9806814,0.0,0.0,0.9911535,3.98,0.24619755,0.0,0.0,0.0,11.23626885
0.0,2.2447097,0.0,0.0,1.9823079,4.26,0.0,0.0,0.0,0.22920766,18.65385054
0.0,0.4967801,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,3.539162432
0.0,0.4967801,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.283656438
0.0,2.2539096,0.0,0.0,1.2614686,4.825,0.0,0.0,0.0,0.7573805,15.13665125
0.0,1.9779205,0.0,0.0,1.2114102,4.605,0.0,0.0,0.0,0.47834495,14.80851634
0.0,3.2566698,0.0,0.0,0.9911535,2.845,0.0,0.0,0.0,0.24913824,12.52236856
0.0,3.4866605,0.0,0.0,0.75087404,3.785,0.0,0.0,0.0,0.25910398,13.74483778
0.0,0.48758113,0.0,0.0,0.72083837,4.03,0.0,0.0,0.0,2.9996245,9.742254276
0.0,3.4682617,0.0,0.0,0.9911535,4.84,0.0,0.0,0.0,0.0,16.03839495
0.0,3.4958603,0.0,0.26896548,0.47054705,3.24,0.0,0.0,0.0,0.0,13.50744602
0.0,2.2539096,0.0,0.0,1.9823079,3.215,0.0,0.0,0.0,0.0,16.32089134
0.0,0.98436123,0.0,0.25103486,0.22025666,4.735,0.0,0.0,0.0,1.9931059,15.10575088
0.0,1.7295309,0.0,0.0,0.0,3.05,0.0,0.0,0.0,1.255657,9.778203849
0.0,1.7479297,0.0,0.0,2.2325983,3.945,0.0,0.0,0.0,0.24913824,19.75236696
0.0,2.9990792,0.0,0.5110363,0.4805599,3.545,0.0,0.0,0.0,0.25910303,13.91732907
0.0,0.2483896,0.0,0.0,0.49057177,3.745,0.0,0.0,0.0,3.7470393,4.006910855
0.0,0.4783804,0.0,0.0,0.0,2.69,0.0,0.0,0.0,3.7470393,12.12016933
0.0,0.46918055,0.0,0.0,0.0,4.91,0.0,0.0,0.0,0.0,3.523086218
0.0,0.48758113,0.0,0.0,0.0,4.905,0.0,0.0,0.0,0.0,3.528930192
0.0,1.9871204,0.0,0.0,0.0,3.545,0.0,0.0,0.0,2.4913824,10.87086746
0.0,2.2447097,0.0,0.0,1.5017481,4.58,0.0,0.0,0.0,0.75737953,17.83618752
0.0,2.74149,0.0,0.0,1.972296,4.95,0.0,0.0,0.0,0.0,17.59311961
0.0,1.4995401,0.0,0.0,0.4905708,3.15,0.0,0.0,0.0,1.7539334,14.27433505
0.0,3.23827,0.0,0.0,1.4817252,2.38,0.0,0.0,0.0,0.0,12.70635516
0.0,1.4811404,0.0,0.0,0.4905708,4.175,0.0,0.0,0.0,1.2357254,15.47064039
0.0,2.2355108,0.0,0.0,1.9823079,4.61,0.0,0.0,0.0,0.23917343,19.91887719
0.0,1.7295309,0.0,0.0,0.470548,3.225,0.0,0.0,0.0,1.7340019,4.318448935
0.0,2.2539105,0.0,0.0,1.2114102,4.785,0.0,0.0,0.0,0.73744893,19.334737
0.0,0.24839048,0.0,0.0,0.5206055,3.57,0.0,0.0,0.0,3.4879353,3.790928027
0.0,2.226311,0.0,0.0,1.972296,3.825,0.0,0.0,0.0,0.0,18.65545314
0.0,2.7230911,0.0,0.0,0.9911535,2.61,0.24619853,0.0,0.0,0.0,9.748412984
0.0,1.7387298,0.0,0.0,2.733182,3.985,0.0,0.0,0.0,0.0,19.15450966
0.0,0.4967801,0.0,0.2600006,0.0,3.84,0.0,0.0,0.0,3.7470393,14.23813462
0.0,0.4967801,0.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0,3.697699455
0.0,0.47838128,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.412057458
0.0,1.50874,0.0,0.0,0.52060646,3.26,0.0,0.0,0.0,1.9731743,14.51652251
0.0,2.2447097,0.0,0.0,1.2714804,4.56,0.0,0.0,0.0,0.7374499,18.17459414
0.0,1.9871204,0.0,0.0,1.5017481,4.525,0.0,0.0,0.0,0.49827647,18.85626263
0.0,2.2355108,0.0,0.0,1.5017481,4.725,0.0,0.0,0.0,0.7374499,18.47405883
0.0,2.9898803,0.0,0.0,0.73085123,2.62,0.0,0.0,0.0,0.7474147,14.13619512
0.0,0.7451706,0.0,0.0,0.22025569,4.68,0.0,0.0,0.0,3.507866,14.57887225
0.0,0.7267709,0.0,0.0,0.23026758,4.785,0.0,0.0,0.0,3.4879353,15.4617332
0.0,1.9871204,0.0,0.0,2.4628668,4.005,0.0,0.0,0.0,0.0,19.27765683
0.0,3.2382708,0.0,0.0,0.9811426,5.01,0.0,0.0,0.0,0.0,16.93279907
0.0,0.7451697,0.0,0.0,0.23026854,4.415,0.0,0.0,0.0,3.2387972,15.61164815
0.0,2.226311,0.0,0.25103486,1.2114102,4.99,0.0,0.0,0.0,0.7474147,19.79698694
0.0,3.23827,0.0,0.0,1.2314339,2.83,0.0,0.0,0.0,0.0,15.17531468
0.0,1.9871204,0.0,0.0,2.4828897,3.785,0.0,0.0,0.0,0.0,19.87436514
0.0,0.73597074,0.0,0.0,0.0,4.78,0.0,0.0,0.0,3.4879353,14.15837393
0.0,0.4967801,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,3.651892149
0.0,0.47838128,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,3.436831965
0.0,3.2382708,0.0,0.0,0.78090966,2.795,0.0,0.0,0.0,0.26906976,12.07306686
0.0,1.7387308,0.0,0.0,0.0,2.19,0.0,0.0,0.0,2.7504864,10.15553604
0.0,2.2355099,0.0,0.0,2.262634,2.28,0.0,0.0,0.0,0.0,12.81415753
0.0,3.7350519,0.0,0.25103486,0.0,3.37,0.0,0.0,0.0,0.23917343,7.400677419
0.0,1.2419498,0.0,0.0,0.0,4.37,0.0,0.0,0.0,3.2587276,13.00854726
0.0,1.9963202,0.0,0.0,2.743193,4.155,0.0,0.0,0.0,0.0,18.64111098
0.0,3.7166512,0.0,0.25103486,0.21024476,4.15,0.0,0.0,0.0,0.0,13.04316958
0.0,3.2566698,0.0,0.25103486,0.24027947,4.325,0.0,0.0,0.0,0.7175184,14.39337461
0.0,1.7663294,0.0,0.0,1.2314329,4.28,0.0,0.0,0.0,0.97662145,19.18321523
0.0,2.0239189,0.0,0.0,1.4817252,4.865,0.0,0.0,0.0,0.7474147,20.4504378
0.0,0.4783804,0.0,0.0,0.0,3.76,0.0,0.0,0.0,3.7370737,11.92600438
0.0,0.7267709,0.0,0.0,0.0,4.805,0.0,0.0,0.0,3.507866,13.50672942
0.0,2.00552,0.0,0.0,1.4917362,4.57,0.0,0.0,0.0,0.7274832,21.05067984
0.0,0.48758113,0.0,0.0,0.0,4.965,0.0,0.0,0.0,0.0,4.117240261
0.0,0.48758024,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.300286213
0.0,1.9871204,0.0,0.0,1.4817252,4.735,0.0,0.0,0.0,0.50824225,16.42692015
0.0,2.2447097,0.0,0.0,1.2314339,4.615,0.0,0.0,0.0,0.7474147,17.9112941
0.0,1.4903402,0.0,0.0,0.54062927,3.18,0.0,0.0,0.0,1.9831401,14.44865523
0.0,0.7451706,0.0,0.0,0.24027947,4.555,0.0,0.0,0.0,3.4979,13.43384606
0.0,1.2511497,0.0,0.0,1.972296,4.325,0.0,0.0,0.0,1.255657,11.19250585
0.0,1.7387298,0.0,0.0,2.4929025,4.76,0.0,0.0,0.0,0.24913824,19.28022044
0.0,2.4931002,0.0,0.0,1.2214221,3.56,0.0,0.0,0.0,0.23917247,17.10725727
0.0,0.73597074,0.0,0.0,0.22025569,4.345,0.0,0.0,0.0,3.2487628,14.10092319
0.0,2.4931002,0.0,0.0,2.2526221,4.405,0.0,0.0,0.0,0.0,20.71544479
0.0,2.9898803,0.0,0.0,1.2314339,5.075,0.0,0.0,0.0,0.0,18.23564395
0.0,2.2447107,0.0,0.0,2.2225873,2.79,0.0,0.0,0.0,0.0,17.85042518
0.0,0.50597996,0.0,0.0,0.0,4.215,0.0,0.0,0.0,3.9961774,11.90535355
0.0,0.7451697,0.0,0.0,0.24028042,4.495,0.0,0.0,0.0,3.507866,15.22065391
0.0,1.7479297,0.0,0.0,2.2025635,2.94,0.0,0.0,0.0,0.49827647,19.00986931
0.0,0.4967801,0.0,0.0,0.0,4.91,0.0,0.0,0.0,0.0,3.515200695
0.0,0.5151789,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,3.227340285
0.22,0.26999998,0.99,0.0,0.13000011,4.6,0.0,0.22000003,0.0,1.2400002,0.167486488
0.99,0.88999987,0.48000002,0.48000002,0.42000008,4.58,0.24999994,0.0,0.0,0.0,0.251078027
0.0,0.35000038,0.98,0.0,-0.0800004,4.005,0.98,0.77,0.0,0.24000025,0.0
1.52,0.3000002,0.52,0.49,0.46000004,1.55,0.25,0.0,0.0,0.0,0.227175884
0.25,1.8999996,0.0,0.0,0.0,1.595,0.0,0.0,0.0,1.9900002,1.029391644
0.27000004,0.8499999,0.21999997,0.48000002,0.75,2.805,0.0,0.28,0.0,0.0,0.617240206
0.0,0.80999947,0.99,1.74,0.0,1.575,0.24000001,0.0,0.24,0.0,0.14938065
0.49000004,0.26000023,0.29,1.01,0.7199993,2.975,0.0,0.26,0.0,0.0,0.360544483
0.24000001,0.37000036,0.0,0.0,1.2299995,4.39,0.0,1.2,0.25,0.0,0.169946774
0.0,0.28999996,1.23,0.23,1.4100003,3.825,0.0,0.0,0.0,0.0,0.0
0.21999997,0.6800003,0.25,0.23000002,0.0,2.205,0.48999995,1.0,0.24000001,0.5,0.161611965
0.74,0.90999985,0.0,0.21000004,0.31000042,2.19,0.24000001,0.0,0.75,0.22999954,1.559926235
0.0,0.25,0.0,0.22000003,0.0,1.615,4.24,0.0,0.0,0.0,0.746926905
0.0,0.39000034,0.0,0.0,0.0,2.99,0.0,1.98,1.49,0.47000027,0.214000902
0.0,1.0699997,0.0,0.0,0.0,5.005,0.0,0.0,0.0,0.0,2.421773958
0.0,1.1299996,0.0,0.0,0.0,4.985,0.0,0.0,0.0,0.0,2.221153064
0.23000002,1.6799994,0.0,0.5,0.0,4.19,0.0,1.47,0.0,0.0,0.212179149
0.0,0.28999996,0.0,1.22,0.0,4.58,1.02,0.74999994,0.0,0.0,0.266447904
0.46999997,0.75,0.49,0.0,0.0,2.42,0.51,0.46999997,0.0,0.48999977,0.154321483
0.26999998,1.02,0.0,0.0,0.0,3.02,1.24,0.73,0.23,0.5,0.30226185
0.24000001,0.75,0.0,1.73,0.0,3.41,0.73,0.20999998,0.0,0.0,0.447549671
0.0,1.5799999,1.21,0.22,0.2300005,3.57,0.0,0.0,0.0,0.0,0.273243713
0.0,0.46000004,0.0,0.0,1.4700003,3.18,1.25,0.0,0.5,0.0,0.181132183
0.72,0.77,0.0,0.27000004,0.28999996,3.8,0.47,0.0,0.75,0.24000025,2.047499216
0.0,0.5300002,0.0,0.76,0.52,4.195,1.22,0.0,0.23000002,0.0,6.25276084
0.97999996,0.6500001,1.2,0.22000003,0.3000002,3.785,0.0,0.0,0.24000001,0.0,0.306453715
0.0,0.53999996,0.50000006,0.0,0.0,3.805,0.0,0.0,1.24,0.99000025,0.190710421
1.01,0.42000008,0.22999999,0.0,1.25,3.4,0.0,0.24,0.77,0.0,0.151671121
0.0,1.9900002,0.22000003,0.24999994,0.0,1.985,0.24000001,0.23000002,1.21,0.0,0.162281927
0.0,0.36000013,0.0,2.5,0.0,3.22,0.26,0.98,0.0,0.25,0.54929424
0.0,1.0899997,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,3.603416477
0.0,0.9899998,0.0,0.0,0.0,5.015,0.0,0.0,0.0,0.0,3.430693531
0.52,0.25,0.0,0.0,0.5999999,1.765,0.0,0.26999998,1.98,0.25999975,0.544935288
0.0,0.27999973,1.27,0.99,0.0,3.62,0.25,0.24000001,1.24,0.0,0.0
0.0,0.75,0.0,0.0,0.77,1.2,0.5,0.26999998,1.02,0.0,0.581332136
0.0,0.4300003,0.0,0.22000003,0.0,2.78,1.72,0.76000005,0.23999995,0.25999975,0.318285212
0.21999991,0.4499998,0.24000001,0.0,0.30999994,2.025,0.99,0.0,1.22,0.0,0.268530864
0.0,0.26000023,0.98,0.25,0.3199997,3.645,0.51,0.23000002,0.25,1.23,0.151303684
0.0,1.1400003,0.72999996,0.51,0.0,3.57,1.24,0.23000002,0.0,0.0,0.0
0.74,0.6999998,0.25,0.26999998,0.5700002,0.995,0.24999999,0.26,0.5,0.0,0.258950628
0.27999997,0.7399998,0.0,0.22,0.5500002,1.18,0.24000001,0.71000004,0.20999998,0.5,0.410553693
0.24000001,0.4699998,0.0,0.0,0.0,4.605,0.22999999,0.25,1.2399999,0.75,0.745251855
0.0,2.33,0.49,0.0,0.32999992,1.995,0.0,0.0,0.97,0.0,0.227057574
1.03,0.23000002,0.0,0.0,0.25999975,1.39,0.0,0.0,0.53,0.0,0.919242525
0.22000003,0.22000027,0.0,1.4799999,0.0,1.61,0.0,0.0,2.47,0.0,0.464858606
0.49000007,0.25999975,0.0,0.0,0.0,1.59,1.24,0.0,0.0,2.2400002,0.742970691
0.0,1.0,0.0,0.0,0.0,4.965,0.0,0.0,0.0,0.0,3.607346226
0.0,0.9899998,0.0,0.0,0.0,5.005,0.0,0.0,0.0,0.0,3.530572458
0.0,0.3699999,0.82000005,0.34000003,0.0,3.805,2.5,0.0,0.0,0.0,0.0
0.25,1.2199998,0.0,0.74,0.48000002,3.21,0.73,0.0,0.51000005,0.0,4.886149617
0.2700001,0.52,0.0,0.96999997,0.0,1.99,0.78000003,0.0,0.25999993,0.0,0.940498316
0.74,0.4699998,2.0,0.0,0.0,3.44,0.0,0.23000002,0.0,0.49000025,0.152200324
0.21000004,0.73,1.03,1.49,0.0,2.0,0.0,0.22,0.0,0.49000025,0.155201596
1.46,0.73,0.0,0.5,0.0,2.0,0.0,0.23,0.26999998,0.22000027,0.398276207
0.76,0.03000021,0.73,0.0,0.48000002,4.795,0.0,0.74,0.24000001,0.7399998,0.0
0.0,0.71000004,0.49999994,0.0,0.25,4.005,0.25,0.0,0.51,0.48999977,0.185130616
0.0,1.2399998,0.0,0.25000003,0.48000002,3.595,0.0,0.0,0.48000002,1.0100002,6.604672546
0.0,0.4699998,0.0,0.23999998,0.5,1.595,0.49,0.22000003,0.0,0.24000025,0.701791275
0.49999997,0.4300003,0.0,0.74000007,0.0,3.795,0.45999998,0.26000002,0.26,0.98,0.512645332
0.24000001,0.3800001,0.0,0.51,1.02,1.24,0.0,0.51,0.75,0.25,0.586590387
1.26,0.25,1.7900001,0.0,0.75999975,1.975,0.0,0.0,0.0,0.22000027,0.152265645
3.49,0.8399997,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.386997344
0.0,1.1400003,0.0,0.0,0.0,5.035,0.0,0.0,0.0,0.0,3.710989045
0.0,0.9699998,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,3.543081926
1.27,1.27,0.0,0.74999994,0.22000027,1.84,0.0,0.48,0.0,0.0,1.068427499
0.22999996,0.2999997,0.48000002,0.0,0.0,1.22,1.0,0.24,0.0,1.0100002,0.0
0.51000005,1.04,0.21999997,0.0,0.0,1.575,0.0,0.8,0.0,0.7600002,0.176247034
0.72,0.71000004,0.0,0.0,1.2399998,0.99,0.23,0.28,0.0,0.75,0.699288278
0.0,0.22000027,1.01,0.22000003,0.0,4.375,0.75,0.0,1.48,0.0,0.0
0.49999994,0.38999987,0.0,0.0,0.23000002,2.775,0.25,0.21000004,0.47999996,0.25,0.191445543
0.51,0.8399997,0.74,0.0,0.0,1.955,0.0,1.47,0.0,0.49000025,0.151695166
0.0,0.6899996,0.25,0.53,0.0,4.175,1.22,0.78999996,0.26999998,0.0,0.149548386
0.73,0.36000013,0.0,0.0,1.5,1.6,0.22,0.0,0.22999999,0.75999975,0.341114061
0.0,0.4000001,0.27999997,0.23000002,0.0,3.61,0.0,0.0,0.22999996,2.25,0.201405996
0.72,0.20999956,0.22,0.0,0.0,2.58,0.24000001,0.73,0.47999996,0.0,0.156127863
0.0,0.37000036,0.0,0.0,1.23,3.99,0.77,0.78,0.23,0.0,0.220422491
0.23999995,3.4899998,0.0,0.0,0.74000025,2.39,0.0,0.0,0.0,0.0,7.913921999
0.0,2.4499998,0.0,2.47,0.0,1.215,0.0,0.0,0.0,0.0,2.827241717
0.0,0.9899998,0.0,0.0,0.0,5.03,0.0,0.0,0.0,0.0,3.635596839
0.0,1.0100002,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,3.62479589
0.48999995,0.26999998,0.5,0.48999995,0.0,1.865,0.0,0.97,0.0,0.0,0.15210751
0.0,0.21000004,1.22,0.0,0.4499998,1.705,0.0,0.21000001,0.49999997,0.22000027,0.15629736
0.49,0.26999998,0.0,0.77,0.0,4.16,0.29000002,0.99,0.58,0.0,0.230541709
0.76,0.6199999,0.76,0.0,0.5799999,4.415,0.0,0.0,0.0,0.75999975,0.884678856
0.0,0.46000004,0.27000004,0.0,0.48999977,1.61,0.25000003,0.24999997,0.75,0.23999977,0.157946194
0.76,0.49000025,0.5,0.0,0.45999956,1.815,1.05,0.46,0.0,0.0,0.383545158
0.0,0.74000025,0.0,0.0,2.2399998,1.56,0.53,0.0,0.22000003,0.0,1.2025338
0.72,1.2000003,0.0,0.0,0.23999977,1.965,0.75,0.27,0.0,0.0,0.791104687
0.21999997,0.9699998,0.99,0.0,0.5,2.77,0.0,0.24999999,0.54,0.0,0.244224933
0.23000002,0.21000004,0.74,0.0,0.48000002,2.76,0.71999997,0.0,0.74,0.0,0.305747519
0.0,0.6799998,0.22000003,0.26000005,0.48000002,4.58,1.01,0.23999995,0.74,0.25,0.420074656
0.98,1.0499997,0.54,0.0,0.0,3.765,0.48000002,0.0,0.0,0.7600002,0.217223885
0.73,0.24000025,0.0,3.49,0.0,1.38,0.0,0.0,0.0,0.0,0.283352322
0.0,1.27,0.0,0.0,0.0,1.985,0.0,0.25,0.0,3.02,1.480092779
0.0,1.0499997,0.0,0.0,0.0,4.975,0.0,0.0,0.0,0.0,3.794279014
0.0,0.97000027,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,3.246833181
0.0,1.7400002,2.2399998,0.0,0.0,4.22,0.73,0.0,0.0,0.0,0.152698996
0.0,1.2200003,0.0,0.0,0.0,0.99,3.4899998,0.0,0.0,0.0,1.548198488
0.2700001,0.98,0.0,0.0,0.0,3.6,0.77,0.0,0.0,0.0,1.887828262
0.0,1.1700001,0.0,0.0,0.0,1.415,2.51,0.0,0.5,0.0,1.019028656
0.0,1.4100003,0.0,0.24000001,0.0,2.635,1.73,0.0,0.48000002,0.0,1.827565523
0.0,1.48,0.0,0.0,0.0,2.4,1.23,0.0,0.0,0.7399998,4.986542848
0.0,1.9000001,1.74,0.0,0.0,4.205,1.23,0.0,0.0,0.0,0.150264324
0.77000004,1.2400002,0.0,0.0,0.0,1.58,1.75,0.0,0.0,0.52999973,1.336998189
0.0,1.0299997,0.0,0.0,0.0,3.775,0.73,0.0,1.73,0.0,1.201406031
0.0,1.23,0.0,0.0,0.0,1.42,3.5,0.0,0.0,0.0,1.719777264
0.0,1.2399998,0.0,0.28,0.0,2.195,1.2399999,0.0,0.0,0.49000025,4.930963057
0.0,1.8800001,1.74,0.0,0.0,4.015,1.23,0.0,0.0,0.0,0.0
0.0,1.71,2.27,0.0,0.0,4.79,0.74,0.0,0.0,0.0,0.0
0.51,1.2400002,0.0,0.0,0.0,1.015,2.5,0.0,0.23999995,0.0,0.510920236
0.0,0.8199997,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,3.472142741
0.0,1.1699996,0.0,0.0,0.0,5.025,0.0,0.0,0.0,0.0,3.279741415
0.0,0.6700001,0.26,0.74,0.48000002,4.605,0.22,0.71000004,0.49999997,0.0,0.296540164
0.0,0.50999975,0.0,0.73,0.49000025,4.01,1.5,0.2299999,0.0,0.0,3.192273669
0.22000003,0.7399998,0.0,0.72,0.47000027,4.21,0.0,0.78,0.75,0.0,1.291415293
0.0,0.71000004,0.0,0.52,1.2200003,4.835,0.76000005,0.0,0.0,0.0,5.590863042
0.22000003,0.21999979,0.0,0.48999998,1.4900002,4.635,0.5,0.22999996,0.46,0.0,0.251620523
0.0,1.71,0.22000003,0.48000002,1.2399998,4.165,0.0,0.0,0.0,0.0,4.482996413
0.0,0.21000004,0.0,0.74999994,0.48999977,3.995,0.0,0.0,0.0,0.0,6.214422478
0.0,0.47999954,0.0,0.49000004,1.48,3.95,1.46,0.22000003,0.0,0.0,0.18686873
0.24000001,0.9699998,0.26,0.76000005,0.47000027,4.24,1.22,0.0,0.0,0.0,1.649592668
0.0,0.16000032,0.0,0.75,0.7399998,4.625,1.49,0.0,0.49,0.0,1.315738955
0.0,0.32000017,0.0,0.73,0.71000004,4.005,0.0,0.0,0.0,0.0,6.283289575
0.46000004,0.47000027,0.0,0.74,0.75999975,4.74,0.75,0.25,0.49,0.0,0.440110167
1.51,0.25,0.0,0.48999998,1.5,4.785,0.0,0.0,0.5,0.0,0.149257444
0.0,0.7399998,0.53999996,0.5,0.98,3.79,0.5,0.27000004,0.0,0.0,0.47615589
0.0,0.97000027,0.0,0.0,0.0,5.005,0.0,0.0,0.0,0.0,5.281195519
0.0,1.0500002,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.138334355
0.0,0.4499998,0.0,0.75,0.49000025,3.98,0.48999998,0.0,0.75000006,0.25999975,6.092774604
0.26,0.48999977,0.0,0.74,0.0,3.97,0.47,0.51,0.49,0.0,0.284931745
0.0,0.48000002,0.0,0.73,2.5600004,1.775,0.0,0.0,0.24000001,0.4699998,1.19167971
0.0,0.47000027,0.0,0.72,0.0,3.995,1.23,0.0,0.0,0.0,2.48741186
0.76000005,0.23000002,0.0,0.51,0.0,4.795,0.24999997,0.0,1.23,0.48999977,1.229424094
1.48,0.24000025,0.0,0.5,0.0,4.02,0.0,0.98,0.0,0.0,0.152110947
0.0,0.3699999,0.0,0.78000003,0.0,4.0,0.0,0.0,0.0,0.0,3.615282546
0.0,0.46000004,0.0,0.78,0.72000027,4.015,1.25,0.0,0.24000001,0.25999975,1.738461448
